Cód. Município,Qtde Municípios,Nome do Município,UF,Número e Ano,Categoria,Qtde de Papéis,Papel do Estado,Classificação da instituição do AMI
5003256,1,COSTA RICA,MS,75 / 2017,Lei de estimulo à inovação,1,Promotor,Instituição de tratamento diferenciado a empresas de inovação
5101803,1,BARRA DO GARCAS,MT,3828 / 2017,Lei de inovação,1,Promotor,Instituição de incentivos à inovação
5102702,1,CANARANA,MT,907 / 2009,Lei de estimulo à inovação,1,Promotor,Instituição de tratamento diferenciado a empresas de inovação
5103403,1,CUIABA,MT,192 / 2009,Lei de estimulo à inovação,1,Promotor,Instituição de tratamento diferenciado a empresas de inovação
5103858,1,GAUCHA DO NORTE,MT,373 / 2009,Lei de estimulo à inovação,1,Promotor,Instituição de tratamento diferenciado a empresas de inovação
5105622,1,MIRASSOL DO OESTE,MT,933 / 2009,Lei de estimulo à inovação,1,Promotor,Instituição de tratamento diferenciado a empresas de inovação
5106224,1,NOVA MUTUM,MT,1186 / 2009,Projeto de estimulo à inovação,1,Promotor,Instituição de tratamento diferenciado a empresas de inovação
5107404,1,SAO PEDRO DA CIPA,MT,365 / 2010,Lei de estimulo à inovação,1,Promotor,Instituição de tratamento diferenciado a empresas de inovação
5107602,1,RONDONOPOLIS,MT,8328 / 2015,Lei de inovação,1,Promotor,Instituição de incentivos à inovação
5107602,1,RONDONOPOLIS,MT,8901 / 2016,Lei de inovação,1,Promotor,Instituição de politica de inovação
5107768,1,SANTA RITA DO TRIVELATO,MT,30 / 2010,Lei de estimulo à inovação,1,Promotor,Instituição de tratamento diferenciado a empresas de inovação
5201108,1,ANAPOLIS,GO,217 / 2009,Lei de estimulo à inovação,1,Promotor,Instituição de tratamento diferenciado a empresas de inovação
5208004,1,FORMOSA,GO,824 / 2003,Lei de estimulo à inovação,1,Promotor,Instituição de tratamento diferenciado a empresas de inovação
5208707,1,GOIANIA,GO,10142 / 2018,Lei de inovação,1,Promotor,Instituição de incentivos básicos à inovação
5208707,1,GOIANIA,GO,10257 / 2018,Lei de inovação,1,Promotor,Instituição de incentivos à inovação e pesquisa
5211206,1,ITAPURANGA,GO,8 / 2009,Lei de estimulo à inovação,1,Promotor,Instituição de tratamento diferenciado a empresas de inovação
5211909,1,JATAI,GO,3829 / 2016,Lei de inovação,1,Promotor,Instituição do ecossistema de CT&I
5218805,1,RIO VERDE,GO,22 / 2019,Projeto de LMI,1,Promotor,Instituição do ecossistema de CT&I
2919553,1,Luís Eduardo Magalhães,BA,721 / 2015,Lei de inovação,1,Regulador,Instituição de secretaria de CT&I
3516200,1,Franca,SP,287 / 2017,Lei de inovação,1,Regulador,Instituição de secretaria de CT&I
3545209,1,SALTO,SP,3977 / 2022,Lei de inovação,1,Regulador,Instituição de secretaria de CT&I
4101507,1,Arapongas,PR,5038 / 2021,Lei de inovação,1,Regulador,Instituição de secretaria de CT&I
4101903,1,ASSAI,PR,1777 / 2021,Lei de inovação,1,Regulador,Instituição de secretaria de CT&I
4109401,1,GUARAPUAVA,PR,3292 / 2022,Lei de inovação,1,Regulador,Instituição de secretaria de CT&I
4205803,1,Garuva,SC,130 / 2022,Lei de inovação,1,Regulador,Instituição de secretaria de CT&I
1101484,1,SAO FELIPE D'OESTE,RO,784 / 2019,Lei de inovação,1,Usuário principal,Instituição de mecanismos de incentivos à PD&I
2306900,1,JAGUARIBE,CE,1448 / 2019,Lei de inovação,1,Usuário principal,Instituição de politica de CT&I com instrumentos básicos
2307304,1,JUAZEIRO DO NORTE,CE,117 / 2018,Lei de inovação,1,Usuário principal,Instituição de mecanismos de incentivos à PD&I
2611606,1,RECIFE,PE,35511 / 2022,Decreto de inovação,1,Usuário principal,Decreto de inovação
2704302,1,MACEIO,AL,6902 / 2019,Projeto de LMI,1,Usuário principal,Instituição de politica de CT&I com instrumentos básicos
2901007,1,AMARGOSA,BA,582 / 2020,Lei de inovação,1,Usuário principal,Instituição de incentivos básicos à inovação
2919207,1,LAURO DE FREITAS,BA,2000 / 2022,Lei de inovação,1,Usuário principal,Instituição de arranjos promotores de inovação
2919207,1,LAURO DE FREITAS,BA,2022 / 2022,Lei de inovação,1,Usuário principal,Instituição da politica de CT&I e concede incentivos
2919926,1,MADRE DE DEUS,BA,737 / 2019,Lei de inovação,1,Usuário principal,Instituição do ecossistema de CT&I
2927408,1,SALVADOR,BA,30860 / 2019,Decreto de inovação,1,Usuário principal,Decreto de inovação
2927408,1,SALVADOR,BA,9534 / 2020,Lei de inovação,1,Usuário principal,Instituição do ecossistema
3143302,1,MONTES CLAROS,MG,23 / 2021,Projeto de LMI,1,Usuário principal,Instituição de fundo municipal de incentivos à inovação
3157203,1,SANTA BARBARA,MG,1941 / 2019,Lei de inovação,1,Usuário principal,Instituição de politica de CT&I com instrumentos básicos
3303401,1,NOVA FRIBURGO,RJ,135 / 2020,Lei de inovação,1,Usuário principal,Instituição de politica de CT&I com instrumentos básicos
3304524,1,RIO DAS OSTRAS,RJ,2292 / 2019,Lei de inovação,1,Usuário principal,Instituição do ecossistema de CT&I
3518701,1,GUARUJA,SP,4744 / 2019,Projeto de LMI,1,Usuário principal,Instituição de politica de CT&I com instrumentos básicos (Conselho e F
3548500,1,SANTOS,SP,812 / 2013,Lei de inovação,1,Usuário principal,Instituição de arranjos promotores de inovação
3548807,1,SAO CAETANO DO SUL,SP,5822 / 2019,Lei de inovação,1,Usuário principal,Instituição do ecossistema de CT&I
3550308,1,SAO PAULO,SP,413 / 2022,Projeto de LMI,1,Usuário principal,Instituição de arranjos promotores de inovação
3550308,1,SAO PAULO,SP,58017 / 2017,Decreto de inovação,1,Usuário principal,Decreto de inovação
3551009,1,São Vicente,SP,917 / 2018,Lei de inovação,1,Usuário principal,Instituição de arranjos promotores de inovação
4108304,1,FOZ DO IGUACU,PR,28244 / 2020,Decreto de inovação,1,Usuário principal,Decreto de inovação
4127700,1,TOLEDO,PR,75 / 2019,Lei de inovação,1,Usuário principal,Instituição do ecossistema de CT&I
4202008,1,BALNEARIO CAMBORIU,SC,4511 / 2021,Lei de inovação,1,Usuário principal,Instituição de incentivos à inovação e pesquisa
4205506,1,FRAIBURGO,SC,2562 / 2022,Lei de inovação,1,Usuário principal,Instituição de incentivos à inovação e pesquisa
4210100,1,Mafra,SC,4598 / 2022,Lei de inovação,1,Usuário principal,Instituição do ecossistema robusto
4218707,1,TUBARAO,SC,154 / 2017,Lei de inovação,1,Usuário principal,Instituição de arranjos promotores de inovação
4218707,1,TUBARAO,SC,263 / 2020,Lei de inovação,1,Usuário principal,Instituição de politica de CT&I com instrumentos básicos
4304408,1,CANELA,RS,4439 / 2020,Lei de inovação,1,Usuário principal,Instituição de fundo municipal de incentivos à inovação
4305108,1,CAXIAS DO SUL,RS,57 / 2021,Projeto de LMI,1,Usuário principal,Instituição de incentivos à inovação e pesquisa
4305108,1,CAXIAS DO SUL,RS,8752 / 2021,Lei de inovação,1,Usuário principal,Instituição de incentivos a PD&I
4309209,1,GRAVATAI,RS,4072 / 2019,Lei de inovação,1,Usuário principal,Instituição de mecanismos de incentivos à PD&I
4311403,1,LAJEADO,RS,12071 / 2021,Decreto de inovação,1,Usuário principal,Decreto de inovação
